0,1,2,3
受力构件类型,受力构件类型,受力构件类型,最小配筋率
受压构件,全部纵向钢筋,强度等级500MPa,0.5
受压构件,全部纵向钢筋,强度等级400MPa,0.55
受压构件,全部纵向钢筋,强度等级300MPa,0.6
受压构件,一侧纵向钢筋,一侧纵向钢筋,0.2
受弯构件、偏心受拉、轴心受拉构件一侧的受拉钢筋,受弯构件、偏心受拉、轴心受拉构件一侧的受拉钢筋,受弯构件、偏心受拉、轴心受拉构件一侧的受拉钢筋,0.20和45ft/fy中的较大值
