0,1,2,3
地基类别,地震作用效应计算方法,抗滑稳定计算方法,结构系数
岩基,动力法,抗剪断强度公式,0.65
岩基,拟静力法,抗剪断强度公式,2.7
岩基,拟静力法,抗剪强度公式,1.2
非岩基,拟静力法,抗剪强度公式,1.25
