0,1,2
作用分类,作用名称,作用分项系数
永久作用,围岩压力、地应力,1.0
永久作用,衬砌自重,1.1 (0.9)
可变作用,正常运行情况的静水压力,1.0
可变作用,水击压力、涌浪压力,1.1
可变作用,脉动压力,1.0
可变作用,地下水压力,1.0
可变作用,回填灌浆压力,1.3
偶然作用,校核洪水位时的静水压力,1.0
偶然作用,地震作用力,1.0
