caption,sentence
表13.6.3支座边缘至墩台帽边缘的最小距离,13.6.3上部结构为简支梁时，梁的活动支座端应采用挡块、螺栓连接或钢夹板连接等必要的防止纵、横落梁的措施；梁的支座边缘至墩台帽边缘的距离（图13.6.3）不应小于表13.6.3所列数值。
