0,1,2,3
环境类别,最大氯离子含量（%）,最大氯离子含量（%）,最大碱含量（kg/m3）
环境类别,钢筋混凝土,预应力混凝土,最大碱含量（kg/m3）
一,0.3（%）,0.06（%）,不限制
二,0.2（%）,0.06（%）,3（kg/m3）
三,0.1（%）,0.06（%）,3（kg/m3）
四,0.06（%）,0.06（%）,2.5（kg/m3）
五,0.06（%）,0.06（%）,2.5（kg/m3）
