caption,sentence
表3.2.2 水工挡土墙墙顶安全加高下限值(m),3.2.2 不允许漫顶的水工挡土墙墙前有挡水或泄水要求时，墙顶的安全加高值不应小于表 3.2.2 规定的下限值
