0,1,2,3,4,5
Ⅱ类场地设计地震动峰值加速度 amax(g),场地类别,场地类别,场地类别,场地类别,场地类别
Ⅱ类场地设计地震动峰值加速度 amax(g),Ⅰ0,Ⅰ1,Ⅱ,Ⅲ,IV
≤0.05,0.72 ,0.80 ,1.00 ,1.30 ,1.25 
0.1,0.74 ,0.82 ,1.00 ,1.25 ,1.20 
0.15,0.75 ,0.83 ,1.00 ,1.15 ,1.10 
0.2,0.76 ,0.85 ,1.00 ,1. 00,1. 00
0.3,0.85 ,0.95 ,1.00 ,1.00 ,0.95 
≥0. 40,0.90 ,1. 00,1.00 ,1.00 ,0.90 
