0,1,2,3
隧道外径D（m）,2≤隧道外径<5,5<隧道外径<8,隧道外径D≥8
管片厚度h（m）,0.06隧道外径~0.10隧道外径,0.05隧道外径~0.06隧道外径,0.04隧道外径~0.05隧道外径
