0,1,2
荷载类型,荷载类型,荷载名称
永久荷载,永久荷载,结构自重
永久荷载,永久荷载,地层压力
永久荷载,永久荷载,隧道上方和破坏棱体范围内的设施及建筑物压力
永久荷载,永久荷载,外水压力
永久荷载,永久荷载,预加应力
永久荷载,永久荷载,设备重量
永久荷载,永久荷载,地基下沉影响
可变荷载,基本可变荷载,地面超载和车辆荷载
可变荷载,基本可变荷载,隧道内部管道支架水平推力
可变荷载,基本可变荷载,隧道内人群荷载
可变荷载,基本可变荷载,隧道内车辆荷载及其动力作用
可变荷载,基本可变荷载,内水压力
可变荷载,其他可变荷载,温度作用
可变荷载,其他可变荷载,冻胀力和膨胀力
可变荷载,其他可变荷载,施工荷载
可变荷载,其他可变荷载,水锤压力
偶然荷载,偶然荷载,地震作用
偶然荷载,偶然荷载,人防荷载
偶然荷载,偶然荷载,沉船、抛锚或河道疏浚产生的撞击力等其他偶然荷载
