0,1,2
结构类型,结构类型,允许值
管片,管片,0.2（mm）
二次衬砌,干湿交替环境,0.2（mm）
二次衬砌,与污水、蒸汽等 介质接触环境,0.2（mm）
二次衬砌,其他环境,0.3（mm）
其他构件,迎土面,0.2（mm）
其他构件,背土面,0.3（mm）
