0,1,2,3
维度,地层情况,输人地震动,抗震计算方法
横向,均质地层,设防烈度或峰值加速度,静力法
横向,均质地层,场地地表峰值位移,解析法/横向反应位移法
横向,均质地层,地震动时程曲线,静力法/横向反应位移法/ 时程分析法
横向,成层地层,设防烈度或峰值加速度,静力法
横向,成层地层,场地地表峰值位移,横向反应位移法
横向,成层地层,地震动时程曲线,静力法/横向反应位移法/ 时程分析法
横向,复杂地层,设防烈度或峰值加速度,静力法
横向,复杂地层,地震动时程曲线,时程分析法
纵向,均质地层,场地地表峰值位移,解析法/纵向反应位移法
纵向,地质或地形突变,地震动时程曲线,广义纵向反应位移法/ 时程分析法
三维,均质/成层/地质或 地形突变/复杂地层,地震动时程曲线,时程分析法
