caption,sentence
表9.2.3-3I类场地的设计基本地震动峰值位移umxⅡ（m）,4Ⅱ类场地地表设计地震动峰值位移umax应按现行国家标准《中国地震动参数区划图》GB18306中地震动峰值加速度分区值及地震等级确定，并应符合表9.2.3-3的规定。
